北京	北京	8
北京	上海	1463
北京	天津	137
北京	重庆	1944
北京	哈尔滨	1273
北京	长春	1013
北京	沈阳	889
北京	呼和浩特	659
北京	石家庄	561
北京	乌鲁木齐	3216
北京	兰州	1803
北京	西宁	1790
北京	西安	1156
北京	银川	1208
北京	郑州	695
北京	济南	495
北京	太原	729
北京	合肥	1109
北京	武汉	1225
北京	南京	1162
北京	成都	1998
北京	贵阳	2329
北京	昆明	2967
北京	南宁	2562
北京	拉萨	3761
北京	杭州	1591
北京	南昌	2012
北京	广州	2267
北京	福州	2331
北京	海口	3065
北京	长沙	1593
北京	大连	890
北京	深圳	2357
北京	无锡	1337
北京	廊坊	74
北京	厦门	2168
北京	青岛	819
上海	北京	1463
上海	上海	10
上海	天津	1325
上海	重庆	1941
上海	哈尔滨	2560
上海	长春	2338
上海	沈阳	2107
上海	呼和浩特	1948
上海	石家庄	1406
上海	乌鲁木齐	4077
上海	兰州	2185
上海	西宁	2405
上海	西安	1509
上海	银川	2219
上海	郑州	998
上海	济南	968
上海	太原	1505
上海	合肥	465
上海	武汉	811
上海	南京	301
上海	成都	2153
上海	贵阳	2014
上海	昆明	2652
上海	南宁	2044
上海	拉萨	4373
上海	杭州	202
上海	南昌	809
上海	广州	1701
上海	福州	883
上海	海口	2442
上海	长沙	1169
上海	大连	2254
上海	深圳	1668
上海	无锡	126
上海	廊坊	1258
上海	厦门	1109
上海	青岛	1296
天津	北京	137
天津	上海	1325
天津	天津	8
天津	重庆	2054
天津	哈尔滨	1264
天津	长春	1018
天津	沈阳	689
天津	呼和浩特	780
天津	石家庄	423
天津	乌鲁木齐	3219
天津	兰州	1683
天津	西宁	1911
天津	西安	1310
天津	银川	1311
天津	郑州	875
天津	济南	357
天津	太原	866
天津	合肥	971
天津	武汉	1220
天津	南京	1024
天津	成都	2458
天津	贵阳	2485
天津	昆明	3123
天津	南宁	2676
天津	拉萨	3871
天津	杭州	1512
天津	南昌	1444
天津	广州	2404
天津	福州	2074
天津	海口	3194
天津	长沙	1697
天津	大连	924
天津	深圳	2367
天津	无锡	1199
天津	廊坊	59
天津	厦门	2107
天津	青岛	750
重庆	北京	1933
重庆	上海	1185
重庆	天津	2054
重庆	重庆	14
重庆	哈尔滨	3289
重庆	长春	3043
重庆	沈阳	2743
重庆	呼和浩特	1841
重庆	石家庄	1599
重庆	乌鲁木齐	3307
重庆	兰州	1448
重庆	西宁	1681
重庆	西安	734
重庆	银川	1583
重庆	郑州	1288
重庆	济南	1837
重庆	太原	1428
重庆	合肥	1159
重庆	武汉	1099
重庆	南京	1168
重庆	成都	313
重庆	贵阳	463
重庆	昆明	1237
重庆	南宁	1338
重庆	拉萨	3641
重庆	杭州	2312
重庆	南昌	1409
重庆	广州	2015
重庆	福州	1967
重庆	海口	1809
重庆	长沙	1094
重庆	大连	3011
重庆	深圳	1836
重庆	无锡	1182
重庆	廊坊	2041
重庆	厦门	2138
重庆	青岛	2349
哈尔滨	北京	1273
哈尔滨	上海	2560
哈尔滨	天津	1259
哈尔滨	重庆	3322
哈尔滨	哈尔滨	6
哈尔滨	长春	246
哈尔滨	沈阳	549
哈尔滨	呼和浩特	1723
哈尔滨	石家庄	1626
哈尔滨	乌鲁木齐	4407
哈尔滨	兰州	2867
哈尔滨	西宁	3146
哈尔滨	西安	2628
哈尔滨	银川	2399
哈尔滨	郑州	2134
哈尔滨	济南	1592
哈尔滨	太原	1914
哈尔滨	合肥	2206
哈尔滨	武汉	2531
哈尔滨	南京	2259
哈尔滨	成都	3379
哈尔滨	贵阳	3688
哈尔滨	昆明	4326
哈尔滨	南宁	3911
哈尔滨	拉萨	5106
哈尔滨	杭州	2730
哈尔滨	南昌	2708
哈尔滨	广州	3544
哈尔滨	福州	3215
哈尔滨	海口	4458
哈尔滨	长沙	2932
哈尔滨	大连	946
哈尔滨	深圳	3583
哈尔滨	无锡	2434
哈尔滨	廊坊	1285
哈尔滨	厦门	3427
哈尔滨	青岛	2009
长春	北京	1013
长春	上海	2338
长春	天津	1013
长春	重庆	3076
长春	哈尔滨	246
长春	长春	18
长春	沈阳	303
长春	呼和浩特	1477
长春	石家庄	1380
长春	乌鲁木齐	4161
长春	兰州	2621
长春	西宁	2900
长春	西安	2390
长春	银川	2153
长春	郑州	1888
长春	济南	1346
长春	太原	1668
长春	合肥	1960
长春	武汉	2285
长春	南京	2013
长春	成都	3139
长春	贵阳	3503
长春	昆明	4141
长春	南宁	3665
长春	拉萨	4860
长春	杭州	2484
长春	南昌	2462
长春	广州	3393
长春	福州	2969
长春	海口	4212
长春	长沙	2686
长春	大连	700
长春	深圳	3337
长春	无锡	2188
长春	廊坊	1045
长春	厦门	3181
长春	青岛	1763
沈阳	北京	889
沈阳	上海	2107
沈阳	天津	689
沈阳	重庆	2743
沈阳	哈尔滨	549
沈阳	长春	303
沈阳	沈阳	6
沈阳	呼和浩特	1227
沈阳	石家庄	1168
沈阳	乌鲁木齐	3912
沈阳	兰州	2372
沈阳	西宁	2600
沈阳	西安	2087
沈阳	银川	1911
沈阳	郑州	1576
沈阳	济南	1134
沈阳	太原	1214
沈阳	合肥	1623
沈阳	武汉	1938
沈阳	南京	1806
沈阳	成都	2751
沈阳	贵阳	3052
沈阳	昆明	3690
沈阳	南宁	3275
沈阳	拉萨	4560
沈阳	杭州	2230
沈阳	南昌	2226
沈阳	广州	2969
沈阳	福州	2669
沈阳	海口	3797
沈阳	长沙	2262
沈阳	大连	397
沈阳	深圳	3149
沈阳	无锡	1981
沈阳	廊坊	747
沈阳	厦门	2881
沈阳	青岛	1463
呼和浩特	北京	659
呼和浩特	上海	1722
呼和浩特	天津	780
呼和浩特	重庆	1841
呼和浩特	哈尔滨	1723
呼和浩特	长春	1477
呼和浩特	沈阳	1227
呼和浩特	呼和浩特	16
呼和浩特	石家庄	900
呼和浩特	乌鲁木齐	2684
呼和浩特	兰州	1144
呼和浩特	西宁	1372
呼和浩特	西安	1064
呼和浩特	银川	676
呼和浩特	郑州	1312
呼和浩特	济南	957
呼和浩特	太原	640
呼和浩特	合肥	1594
呼和浩特	武汉	1747
呼和浩特	南京	1660
呼和浩特	成都	2316
呼和浩特	贵阳	2336
呼和浩特	昆明	3006
呼和浩特	南宁	3084
呼和浩特	拉萨	3332
呼和浩特	杭州	2148
呼和浩特	南昌	2203
呼和浩特	广州	2812
呼和浩特	福州	2585
呼和浩特	海口	3606
呼和浩特	长沙	2105
呼和浩特	大连	1833
呼和浩特	深圳	2890
呼和浩特	无锡	1835
呼和浩特	廊坊	564
呼和浩特	厦门	2805
呼和浩特	青岛	1482
石家庄	北京	561
石家庄	上海	1406
石家庄	天津	423
石家庄	重庆	1652
石家庄	哈尔滨	1626
石家庄	长春	1380
石家庄	沈阳	990
石家庄	呼和浩特	904
石家庄	石家庄	52
石家庄	乌鲁木齐	2821
石家庄	兰州	1595
石家庄	西宁	1509
石家庄	西安	919
石家庄	银川	949
石家庄	郑州	412
石家庄	济南	302
石家庄	太原	224
石家庄	合肥	924
石家庄	武汉	948
石家庄	南京	1105
石家庄	成都	1930
石家庄	贵阳	2062
石家庄	昆明	2700
石家庄	南宁	2285
石家庄	拉萨	3470
石家庄	杭州	1369
石家庄	南昌	1303
石家庄	广州	2017
石家庄	福州	1846
石家庄	海口	2807
石家庄	长沙	1306
石家庄	大连	1315
石家庄	深圳	2119
石家庄	无锡	1280
石家庄	廊坊	338
石家庄	厦门	1992
石家庄	青岛	695
福州	北京	2331
福州	上海	883
福州	天津	2062
福州	重庆	1967
福州	哈尔滨	3215
福州	长春	2969
福州	沈阳	2669
福州	呼和浩特	2585
福州	石家庄	1846
福州	乌鲁木齐	4359
福州	兰州	2467
福州	西宁	2695
福州	西安	1791
福州	银川	2597
福州	郑州	1476
福州	济南	1836
福州	太原	2053
福州	合肥	1009
福州	武汉	891
福州	南京	1302
福州	成都	2429
福州	贵阳	1823
福州	昆明	2449
福州	南宁	1800
福州	拉萨	4813
福州	杭州	724
福州	南昌	547
福州	广州	983
福州	福州	38
福州	海口	1887
福州	长沙	978
福州	大连	2916
福州	深圳	1060
福州	无锡	1127
福州	廊坊	1951
福州	厦门	276
福州	青岛	2342
长沙	北京	1593
长沙	上海	439
长沙	天津	1697
